category,question_id,origin_file,subject,topic,question_type,correct_answer,snippet
image_based_missing_image_reference,isro_w_cover::1.21.3,questions_clean.json,Programming and Data Structure,Algorithms,image_based,,"Consider the following recurrence: T(n) = 2T(√n) + 1, T(1) = 1 Which one of the following is true?"
image_based_missing_image_reference,isro_w_cover::1.21.4,questions_clean.json,Programming and Data Structure,Algorithms,image_based,,Let T(n) be defined by T(1) = 10 and T(n+1) = 2n + T(n) for all integers n ≥ 1. Which of the followi...
image_based_missing_image_reference,isro_w_cover::1.21.5,questions_clean.json,Programming and Data Structure,Algorithms,image_based,,"The running time of an algorithm is given by: T(n) = T(n−1) + T(n−2) − T(n−3), if n > 3 T(n) = n, ot..."
image_based_missing_image_reference,isro_w_cover::1.22.1,questions_clean.json,Programming and Data Structure,Algorithms,image_based,,Consider the function: int fun(x: integer) {     If x>100 then fun=x-10;     else         fun=fun(fu...
image_based_missing_image_reference,isro_w_cover::1.23.1,questions_clean.json,Programming and Data Structure,Algorithms,image_based,,The time complexity of computing the transitive closure of a binary relation on a set of n elements ...
image_based_missing_image_reference,isro_w_cover::3.1.6,questions_clean.json,Computer Organization and Architecture,8085 Microprocessor,image_based,,The contents of the flag register after execution of the following program by 8085 microprocessor wi...
image_based_missing_image_reference,isro_w_cover::3.3.1,questions_clean.json,Computer Organization and Architecture,Cache Memory,image_based,,A CPU has a 32 KB direct mapped cache with 128-byte block size. Suppose A is a 2-d array of size 512...
image_based_missing_image_reference,isro_w_cover::3.19.7,questions_clean.json,Computer Organization and Architecture,Pipelining,image_based,,"A non-pipelined CPU has 12 general purpose registers (R0, R1, R2, ..., R12). Following operations ar..."
image_based_missing_image_reference,isro_w_cover::3.19.8,questions_clean.json,Computer Organization and Architecture,Pipelining,image_based,,Consider a 5-segment pipeline with a clock cycle time of 20 ns in each sub operation. Find out the a...
image_based_missing_image_reference,volume2::5.10.6,questions_clean.json,Databases,Databases,image_based,,"Consider the relations r1(P, Q, R) and r2(R, S, T) with primary keys P and R respectively. The relat..."
image_based_missing_image_reference,volume2::5.11.1,questions_clean.json,Databases,Databases,image_based,,"Consider the following implications relating to functional and multivalued dependencies given below,..."
image_based_missing_image_reference,volume2::5.12.1,questions_clean.json,Databases,Databases,image_based,,"Let r be a relation instance with schema R = (A, B, C, D). We define r1 = Π_{A,B,C}(R) and r2 = Π_{A..."
image_based_missing_image_reference,volume2::5.12.2,questions_clean.json,Databases,Databases,image_based,,"The following functional dependencies hold for relations R(A, B, C) and S(B, D, E): B → A A → C  The..."
image_based_missing_image_reference,volume2::5.15.12,questions_clean.json,Databases,Databases,image_based,,"Let r and s be two relations over the relation schemes R and S respectively, and let A be an attribu..."
image_based_missing_image_reference,volume2::5.15.22,questions_clean.json,Databases,Databases,image_based,,"Consider the relations R(A, B) and S(B, C, D), where B is a primary key in S and a foreign key in R ..."
image_based_missing_image_reference,volume2::5.15.27,questions_clean.json,Databases,Databases,image_based,,"The relation schema Person(pid, city) describes the city of residence for every person uniquely iden..."
image_based_missing_image_reference,volume2::5.16.14,questions_clean.json,Databases,Databases,image_based,,"Consider a selection of the form σ_{A ≥ a ∧ A ≤ b}(R), where R is a relation with n tuples. Assume t..."
image_based_missing_image_reference,volume2::5.16.4,questions_clean.json,Databases,Databases,image_based,,The relational algebra expression equivalent to the following tuple calculus expression:  {t | ∃u ∈ ...
image_based_missing_image_reference,volume2::5.16.5,questions_clean.json,Databases,Databases,image_based,,Which of the following relational calculus expressions is NOT safe?
missing_correct_answer,isro_w_cover::8.0.4,questions_with_image.json,Digital Logic,Combinational Circuits,image_based,,The logic circuit given below converts a binary code Y1Y2Y3 into (circuit shows XOR gates cascaded b...
missing_correct_answer,volume2::1.14.1,questions_with_image.json,Algorithms,Graph Search,fill_blank,,"In the graph shown above, the depth-first spanning tree edges are marked with a 'T'. Identify the fo..."
missing_correct_answer,volume2::2.1.2,questions_with_image.json,Computer Organization and Architecture,Addressing Modes,fill_blank,,In the program scheme given below indicate the instructions containing any operand needing relocatio...
option_dependent_type_with_no_options,da::1.42.2,questions_clean.json,Programming and Data Structure,algorithms,fill_blank,,Complexity of Kruskal's algorithm for finding the minimum spanning tree of an undirected graph conta...
option_dependent_type_with_no_options,da::1.61.1,questions_clean.json,Programming and Data Structures,Algorithms,fill_blank,,Quicksort is ________ efficient than heapsort in the worst case.
option_dependent_type_with_no_options,da::3.4.3,questions_clean.json,Databases,Databases,fill_blank,,"For a B⁺ tree of order d with n leaf nodes, the number of nodes accessed during a search is O(_____)..."
option_dependent_type_with_no_options,da::3.19.1,questions_clean.json,Databases,Databases,mcq,,State True or False with reason: Logical data independence is easier to achieve than physical data i...
option_dependent_type_with_no_options,da::3.20.1,questions_clean.json,Databases,Databases,fill_blank,,"State whether the following statement is TRUE or FALSE: A relation r with schema (X, Y) satisfies th..."
option_dependent_type_with_no_options,da::3.20.8,questions_clean.json,Databases,Databases,mcq,,State True or False with reason: There is always a decomposition into Boyce-Codd normal form (BCNF) ...
option_dependent_type_with_no_options,da::5.2.2,questions_clean.json,Mathematics,Calculus,fill_blank,,The radius of convergence of the power series  ∑_{m=0}^{∞} ((3m)! / (m!)³) x^(3m)  is: ____________
option_dependent_type_with_no_options,da::5.6.1,questions_clean.json,Mathematics,Calculus,fill_blank,,The value of the double integral ∫₀¹ ∫₀^(1/x) x/(1 + y²) dy dx is __________.
option_dependent_type_with_no_options,da::9.7.2,questions_clean.json,Mathematics,Probability,fill_blank,,The probability of an event B is P₁. The probability that events A and B occur together is P₂ while ...
option_dependent_type_with_no_options,da::13.2.1,questions_clean.json,Data Structures,Data Structures,fill_blank,,The following Pascal program segments finds the largest number in a two-dimensional integer array A[...
option_dependent_type_with_no_options,da::13.14.1,questions_clean.json,Programming and Data Structure,Data Structures,fill_blank,,Compute the postfix equivalent of the following infix arithmetic expression a + b * (c − d) / (e + f...
option_dependent_type_with_no_options,da::13.14.3,questions_clean.json,Programming and Data Structure,Data Structures,fill_blank,,Compute the postfix equivalent of the following infix expression: (a − b / c) * (d + e * f)
option_dependent_type_with_no_options,em::2.12.3,questions_clean.json,Mathematics,Calculus,fill_blank,,The radius of convergence of the power series ∑_{m=0}^∞ (3m)!/(m!)³ · x^{3m} is: _____________
option_dependent_type_with_no_options,em::2.37.2,questions_clean.json,Mathematics,Calculus,fill_blank,,"This is a descriptive question with two parts: (a) Find the points of local maxima and minima, if an..."
option_dependent_type_with_no_options,em::4.5.2,questions_clean.json,Mathematics,Probability,fill_blank,,"The probability of an event B is P₁. The probability that events A and B occur together is P₂, while..."
option_dependent_type_with_no_options,em::4.11.1,questions_clean.json,Mathematics,Probability,fill_blank,,P_n(t) is the probability of n events occurring during a time interval t. How will you express P₀(t ...
option_dependent_type_with_no_options,volume1::1.1.1,questions_clean.json,Discrete Mathematics,Combinatorics,fill_blank,,In how many ways can a given positive integer n ≥ 2 be expressed as the sum of 2 positive integers (...
option_dependent_type_with_no_options,volume1::1.2.1,questions_clean.json,Discrete Mathematics,Combinatorics,fill_blank,,How many substrings (of all lengths inclusive) can be formed from a character string of length n? As...
option_dependent_type_with_no_options,volume1::1.2.5,questions_clean.json,Discrete Mathematics,Combinatorics,fill_blank,,Find the number of binary strings w of length 2n with an equal number of 1's and 0's and the propert...
option_dependent_type_with_no_options,volume1::1.2.9,questions_clean.json,Discrete Mathematics,Combinatorics,fill_blank,,A multiset is an unordered collection of elements where elements may repeat any number of times. The...
option_dependent_type_with_no_options,volume1::1.4.1,questions_clean.json,Discrete Mathematics,Generating Functions,fill_blank,,What is the generating function G(z) for the sequence of Fibonacci numbers?
option_dependent_type_with_no_options,volume1::1.7.1,questions_clean.json,Discrete Mathematics,Recurrence Relation,fill_blank,,"The Fibonacci sequence {f₁, f₂, f₃, …, fₙ} is defined by the following recurrence:  f_{n+2} = f_{n+1..."
option_dependent_type_with_no_options,volume1::2.2.1,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,Show that the number of odd-degree vertices in a finite graph is even.
option_dependent_type_with_no_options,volume1::2.2.2,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,"Show that all vertices in an undirected finite graph cannot have distinct degrees, if the graph has ..."
option_dependent_type_with_no_options,volume1::2.2.3,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,"Prove that in a finite graph, the number of vertices of odd degree is always even."
option_dependent_type_with_no_options,volume1::2.4.3,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,A graph which has the same number of edges as its complement must have number of vertices congruent ...
option_dependent_type_with_no_options,volume1::2.4.4,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,The maximum number of possible edges in an undirected graph with n vertices and k components is ____...
option_dependent_type_with_no_options,volume1::2.4.5,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,How many edges can there be in a forest with p components having n vertices in all?
option_dependent_type_with_no_options,volume1::2.4.8,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,The number of edges in a regular graph of degree d and n vertices is ____________
option_dependent_type_with_no_options,volume1::2.4.9,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,An independent set in a graph is a subset of vertices such that no two vertices in the subset are co...
option_dependent_type_with_no_options,volume1::2.7.1,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,State whether the following statement is TRUE or FALSE:  There is a linear-time algorithm for testin...
option_dependent_type_with_no_options,volume1::2.7.4,questions_clean.json,Discrete Mathematics,Graph Theory,fill_blank,,Maximum number of edges in a planar graph with n vertices is _____
option_dependent_type_with_no_options,volume1::3.1.1,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,"Symbolize the expression ""Every mother loves her children"" in predicate logic."
option_dependent_type_with_no_options,volume1::3.3.1,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,"Show that the conclusion (r → q) follows from the premises: p, (p → q) ∨ (p ∧ (r → q))"
option_dependent_type_with_no_options,volume1::3.3.10,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,"Let p and q be propositions. Using only the Truth Table, decide whether  p ⟺ q does not imply p → ¬q..."
option_dependent_type_with_no_options,volume1::3.3.11,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,Obtain the principal (canonical) conjunctive normal form of the propositional formula  (p ∧ q) ∨ (¬q...
option_dependent_type_with_no_options,volume1::3.3.16,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,Show that the formula [(∼p ∨ q) ⇒ (q ⇒ p)] is not a tautology.  Let A be a tautology and B any other...
option_dependent_type_with_no_options,volume1::3.3.2,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,Define the validity of a well-formed formula (wff)?
option_dependent_type_with_no_options,volume1::3.3.20,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,"Determine whether each of the following is a tautology, a contradiction, or neither (""∨"" is disjunct..."
option_dependent_type_with_no_options,volume1::3.3.7,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,"Use Modus ponens (A, A → B |= B) or resolution to show that the following set is inconsistent:  1. Q..."
option_dependent_type_with_no_options,volume1::3.3.8,questions_clean.json,Discrete Mathematics,Mathematical Logic,fill_blank,,Show that proposition C is a logical consequence of the formula A ∧ (A → (B ∨ C)) ∧ (B → ¬A) using t...
option_dependent_type_with_no_options,volume1::4.1.2,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"On the set N of non-negative integers, the binary operation ______ is associative and non-commutativ..."
option_dependent_type_with_no_options,volume1::4.10.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"If the longest chain in a partial order is of length n, then the partial order can be written as a _..."
option_dependent_type_with_no_options,volume1::4.10.5,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Suppose A = {a, b, c, d} and Π₁ is the following partition of A: Π₁ = {{a, b, c}, {d}}  a. List the ..."
option_dependent_type_with_no_options,volume1::4.12.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,State whether the following statement is TRUE or FALSE:  The union of two equivalence relations is a...
option_dependent_type_with_no_options,volume1::4.12.10,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let R be a reflexive and transitive relation on a set A. Define a new relation E on A as  E = {(a, b..."
option_dependent_type_with_no_options,volume1::4.12.14,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Prove by induction that the expression for the number of diagonals in a polygon of n sides is n(n−3)...
option_dependent_type_with_no_options,volume1::4.12.19,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"a. Mr. X claims the following: If a relation R is both symmetric and transitive, then R is reflexive..."
option_dependent_type_with_no_options,volume1::4.12.2,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,How many binary relations are there on a set A with n elements?
option_dependent_type_with_no_options,volume1::4.12.23,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Let A be a set of n (> 0) elements. Let Nᵣ be the number of binary relations on A and let Nf be the ...
option_dependent_type_with_no_options,volume1::4.12.3,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"How many true inclusion relations are there of the form A ⊆ B, where A and B are subsets of a set S ..."
option_dependent_type_with_no_options,volume1::4.12.4,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"The transitive closure of the relation {(1,2),(2,3),(3,4),(5,4)} on the set {1,2,3,4,5} is _________..."
option_dependent_type_with_no_options,volume1::4.12.5,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let S be the set of all integers and let n > 1 be a fixed integer. Define aRb for a, b ∈ S iff a − b..."
option_dependent_type_with_no_options,volume1::4.12.6,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Amongst the properties {reflexivity, symmetry, anti-symmetry, transitivity} the relation R = {(x, y)..."
option_dependent_type_with_no_options,volume1::4.12.9,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let F be the collection of all functions f : {1,2,3} → {1,2,3}. If f and g ∈ F, define an equivalenc..."
option_dependent_type_with_no_options,volume1::4.13.10,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let S be a set of n elements {1, 2, …, n} and G a graph with 2ⁿ vertices, each vertex corresponding ..."
option_dependent_type_with_no_options,volume1::4.13.12,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,a. Prove that powerset(A ∩ B) = powerset(A) ∩ powerset(B).  b. Let sum(n) = 0 + 1 + 2 + … + n for al...
option_dependent_type_with_no_options,volume1::4.2.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Every subset of a countable set is countable. State whether the above statement is true or false wit...
option_dependent_type_with_no_options,volume1::4.3.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,How many one-to-one functions are there from a set A with n elements onto itself?
option_dependent_type_with_no_options,volume1::4.3.10,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Consider the function h : N × N → N so that h(a, b) = (2a + 1)2ᵇ − 1, where N = {0, 1, 2, 3, …} is t..."
option_dependent_type_with_no_options,volume1::4.3.2,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"If the set S has a finite number of elements, prove that if f maps S onto S, then f is one-to-one."
option_dependent_type_with_no_options,volume1::4.3.3,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Find the number of single valued functions from set A to another set B, given that the cardinalities..."
option_dependent_type_with_no_options,volume1::4.3.7,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let F be the set of one-to-one functions from the set {1, 2, …, n} to the set {1, 2, …, m} where m ≥..."
option_dependent_type_with_no_options,volume1::4.4.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Show that if G is a group such that (a ∗ b)² = a² ∗ b² for all a, b belonging to G, then G is an abe..."
option_dependent_type_with_no_options,volume1::4.4.11,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let (A, ∗) be a semigroup. Furthermore, for every a and b in A, if a ≠ b, then a ∗ b ≠ b ∗ a.  a. Sh..."
option_dependent_type_with_no_options,volume1::4.4.12,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let G be a finite group and H be a subgroup of G. For a ∈ G, define aH = {ah | h ∈ H}.  a. Show that..."
option_dependent_type_with_no_options,volume1::4.4.13,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let S = {0, 1, 2, 3, 4, 5, 6, 7} and ⊗ denote multiplication modulo 8, that is, x ⊗ y = (xy) mod 8. ..."
option_dependent_type_with_no_options,volume1::4.4.3,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"If G is a group of even order, then show that there exists an element a ≠ e, the identity in G, such..."
option_dependent_type_with_no_options,volume1::4.4.4,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Let ({p,q}, ∗) be a semigroup where p ∗ p = q. Show that: a. p ∗ q = q ∗ p b. q ∗ q = q"
option_dependent_type_with_no_options,volume1::4.4.7,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Let G₁ and G₂ be subgroups of a group G.  A. Show that G₁ ∩ G₂ is also a subgroup of G. B. Is G₁ ∪ G...
option_dependent_type_with_no_options,volume1::4.6.2,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Show that the elements of the lattice (N, ≤), where N is the set of positive integers and a ≤ b if a..."
option_dependent_type_with_no_options,volume1::4.6.6,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"S = {(1,2),(2,1)} is a binary relation on set A = {1,2,3}. Is it irreflexive? Add the minimum number..."
option_dependent_type_with_no_options,volume1::4.7.1,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Prove using mathematical induction for n ≥ 5: 2ⁿ > n²
option_dependent_type_with_no_options,volume1::4.7.2,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,"Consider the following sequence:  s₁ = s₂ = 1 and sᵢ = 1 + min(sᵢ₋₁, sᵢ₋₂) for i > 2.  Prove by indu..."
option_dependent_type_with_no_options,volume1::4.8.7,questions_clean.json,Discrete Mathematics,Set Theory & Algebra,fill_blank,,Show that the product of the least common multiple and the greatest common divisor of two positive i...
option_dependent_type_with_no_options,volume1::5.1.1,questions_clean.json,Engineering Mathematics,Calculus,fill_blank,,Let f be a function defined by  f(x) = { x²          for x ≤ 1         { ax² + bx + c  for 1 < x ≤ 2...
option_dependent_type_with_no_options,volume1::6.3.2,questions_clean.json,Mathematics,Linear Algebra,fill_blank,,"Obtain the eigen values of the matrix  A =[[1, 2, 34, 49], [0, 2, 43, 94], [0, 0, −2, 104], [0, 0, 0..."
option_dependent_type_with_no_options,volume2::1.18.1,questions_clean.json,Algorithms,Identify Function,fill_blank,,"What is the output produced by the following program, when the input is ""HTGATE""?  Function what(s:s..."
option_dependent_type_with_no_options,volume2::1.18.5,questions_clean.json,Algorithms,Identify Function,fill_blank,,"What function of x, n is computed by this program?  Function what(x, n:integer): integer; Var value ..."
option_dependent_type_with_no_options,volume2::1.24.2,questions_clean.json,Algorithms,Graph Algorithms,fill_blank,,Complexity of Kruskal's algorithm for finding the minimum spanning tree of an undirected graph conta...
option_dependent_type_with_no_options,volume2::1.26.3,questions_clean.json,Algorithms,Sorting,fill_blank,,Assume that the last element of the set is used as partition element in Quicksort. If n distinct ele...
option_dependent_type_with_no_options,volume2::1.27.1,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,Solve the recurrence equations: • T(n) = T(n−1) + n • T(1) = 1
option_dependent_type_with_no_options,volume2::1.27.12,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,"Solve the following recurrence relation:  xₙ = 2xₙ₋₁ − 1, n > 1 x₁ = 2"
option_dependent_type_with_no_options,volume2::1.27.2,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,Solve the recurrence equations: • T(n) = T(n/2) + 1 • T(1) = 1
option_dependent_type_with_no_options,volume2::1.27.3,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,Find a solution to the following recurrence equation: • T(n) = √n + T(n/2) • T(1) = 1
option_dependent_type_with_no_options,volume2::1.27.4,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,"Express T(n) in terms of the harmonic number Hₙ = Σᵢ₌₁ⁿ (1/i), n ≥ 1, where T(n) satisfies the recur..."
option_dependent_type_with_no_options,volume2::1.27.5,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,Consider the function F(n) for which the pseudocode is given below:  Function F(n) begin   F1 ← 1   ...
option_dependent_type_with_no_options,volume2::1.27.7,questions_clean.json,Algorithms,Recurrence Relation,fill_blank,,"Consider the recursive algorithm given below:  procedure bubblesort(n); var i,j: index; temp: item; ..."
option_dependent_type_with_no_options,volume2::1.29.1,questions_clean.json,Algorithms,Searching,fill_blank,,Consider the following program that attempts to locate an element x in an array a[] using binary sea...
option_dependent_type_with_no_options,volume2::1.30.1,questions_clean.json,Algorithms,Shortest Path,fill_blank,,Fill in the blanks in the following template of an algorithm to compute all pairs shortest path leng...
option_dependent_type_with_no_options,volume2::1.31.6,questions_clean.json,Algorithms,Sorting,fill_blank,,"Consider the following sequence of numbers: 92, 37, 52, 12, 11, 25  Use Bubble sort to arrange the s..."
option_dependent_type_with_no_options,volume2::1.34.1,questions_clean.json,Algorithms,Time Complexity,fill_blank,,Given below is the sketch of a program that represents the path in a two-person game tree (Minimax a...
option_dependent_type_with_no_options,volume2::1.34.6,questions_clean.json,Algorithms,Time Complexity,fill_blank,,Consider the following algorithms. Assume procedure A and procedure B take O(1) and O(1/n) unit of t...
option_dependent_type_with_no_options,volume2::10.10.1,questions_clean.json,Theory of Computation,Theory of Computation,fill_blank,,State whether the following statement is TRUE or FALSE: A minimal DFA that is equivalent to an NDFA ...
option_dependent_type_with_no_options,volume2::10.19.1,questions_clean.json,Theory of Computation,Regular Language,fill_blank,,State whether the following statement is TRUE or FALSE: Regularity is preserved under the operation ...
option_dependent_type_with_no_options,volume2::10.19.2,questions_clean.json,Theory of Computation,Regular Language,fill_blank,,State whether the following statement is TRUE or FALSE: All subsets of regular sets are regular.
option_dependent_type_with_no_options,volume2::2.10.1,questions_clean.json,Computer Organization and Architecture,Instruction Execution,fill_blank,,State whether the following statement is TRUE or FALSE with reason: The flags are affected when cond...
option_dependent_type_with_no_options,volume2::2.11.3,questions_clean.json,Computer Organization and Architecture,Instruction Format,fill_blank,,State True or False with one line explanation: Expanding opcode instruction formats are commonly emp...
option_dependent_type_with_no_options,volume2::2.15.1,questions_clean.json,Computer Organization and Architecture,Memory Interfacing,fill_blank,,"In interleaved memory organization, consecutive words are stored in consecutive memory modules in __..."
option_dependent_type_with_no_options,volume2::2.17.35,questions_clean.json,Computer Organization and Architecture,Pipelining,multi_select,,"An instruction format has the following structure: Instruction Number: Opcode destination reg, sourc..."
option_dependent_type_with_no_options,volume2::2.9.1,questions_clean.json,Computer Organization and Architecture,IO Handling,fill_blank,,"State whether the following statement is TRUE or FALSE: In a microprocessor-based system, if a bus (..."
option_dependent_type_with_no_options,volume2::2.9.2,questions_clean.json,Computer Organization and Architecture,IO Handling,fill_blank,,State whether the following statement is TRUE or FALSE: Data transfer between a microprocessor and a...
option_dependent_type_with_no_options,volume2::2.9.3,questions_clean.json,Computer Organization and Architecture,IO Handling,fill_blank,,State whether the following statement is TRUE or FALSE with reason: The data transfer between memory...
option_dependent_type_with_no_options,volume2::3.1.1,questions_clean.json,Compiler Design,Assembler,fill_blank,,The purpose of instruction location counter in an assembler is _______
option_dependent_type_with_no_options,volume2::3.14.1,questions_clean.json,Compiler Design,Macros,fill_blank,,Macro expansion is done in pass one instead of pass two in a two pass macro assembler because ______...
option_dependent_type_with_no_options,volume2::3.17.3,questions_clean.json,Compiler Design,Parsing,fill_blank,,Merging states with a common core may produce __________ conflicts and does not produce __________ c...
option_dependent_type_with_no_options,volume2::4.11.1,questions_clean.json,Computer Networks,Computer Networks,fill_blank,,Consider a 3-bit error detection and 1-bit error correction Hamming code for 4-bit data. The extra p...
option_dependent_type_with_no_options,volume2::4.18.1,questions_clean.json,Computer Networks,Computer Networks,fill_blank,,A simple and reliable data transfer can be accomplished by using the 'handshake protocol'. It accomp...
option_dependent_type_with_no_options,volume2::5.1.3,questions_clean.json,Databases,Databases,fill_blank,,"For a B+ tree of order d with n leaf nodes, the number of nodes accessed during a search is O(_)."
option_dependent_type_with_no_options,volume2::5.2.1,questions_clean.json,Databases,Databases,fill_blank,,"An instance of a relational scheme R(A, B, C) has distinct values for attribute A. Can you conclude ..."
option_dependent_type_with_no_options,volume2::5.4.1,questions_clean.json,Databases,Databases,fill_blank,,State True or False with reason:  Logical data independence is easier to achieve than physical data ...
option_dependent_type_with_no_options,volume2::5.5.1,questions_clean.json,Databases,Databases,fill_blank,,"State whether the following statement is TRUE or FALSE:  A relation r with schema (X, Y) satisfies t..."
option_dependent_type_with_no_options,volume2::5.5.12,questions_clean.json,Databases,Databases,fill_blank,,Consider the following database relations containing the attributes: • Book_id • Subject_Category_of...
option_dependent_type_with_no_options,volume2::5.5.18,questions_clean.json,Databases,Databases,fill_blank,,"For relation R = (L, M, N, O, P), the following dependencies hold: M → O, NO → P, P → L and L → MN. ..."
option_dependent_type_with_no_options,volume2::5.5.2,questions_clean.json,Databases,Databases,fill_blank,,What are the three axioms of functional dependency for the relational databases given by Armstrong?
option_dependent_type_with_no_options,volume2::5.5.3,questions_clean.json,Databases,Databases,fill_blank,,"Using Armstrong's axioms of functional dependency, derive the following rule:  {x → y, x → z} ⊨ x → ..."
option_dependent_type_with_no_options,volume2::5.5.4,questions_clean.json,Databases,Databases,fill_blank,,"Using Armstrong's axioms of functional dependency, derive the following rule:  {x → y, wy → z} ⊨ xw ..."
option_dependent_type_with_no_options,volume2::5.5.5,questions_clean.json,Databases,Databases,fill_blank,,"Using Armstrong's axioms of functional dependency, derive the following rule:  {x → y, z ⊂ y} ⊨ x → ..."
option_dependent_type_with_no_options,volume2::5.5.8,questions_clean.json,Databases,Databases,fill_blank,,State True or False with reason:  There is always a decomposition into Boyce-Codd normal form (BCNF)...
option_dependent_type_with_no_options,volume2::5.5.9,questions_clean.json,Databases,Databases,fill_blank,,"Consider the relation scheme R(A, B, C) with the following functional dependencies: • A, B → C • C →..."
option_dependent_type_with_no_options,volume2::6.11.5,questions_clean.json,Digital Logic,Digital Counter,fill_blank,,The number of flip-flops required to construct a binary modulo N counter is __________
option_dependent_type_with_no_options,volume2::6.15.3,questions_clean.json,Digital Logic,Floating Point Representation,fill_blank,,"A 32-bit floating-point number is represented by a 7-bit signed exponent, and a 24-bit fractional ma..."
option_dependent_type_with_no_options,volume2::6.15.4,questions_clean.json,Digital Logic,Floating Point Representation,fill_blank,,"A 32-bit floating-point number is represented by a 7-bit signed exponent, and a 24-bit fractional ma..."
option_dependent_type_with_no_options,volume2::6.18.3,questions_clean.json,Digital Logic,K Map,fill_blank,,"The Boolean function in sum of products form, where the K-map is given below, is _______  | B\C | 0 ..."
option_dependent_type_with_no_options,volume2::6.24.2,questions_clean.json,Digital Logic,Number Representation,fill_blank,,The condition for overflow in the addition of two 2's complement numbers in terms of the carry gener...
option_dependent_type_with_no_options,volume2::6.24.7,questions_clean.json,Digital Logic,Number Representation,fill_blank,,Consider n-bit (including sign bit) 2's complement representation of integer numbers. The range of i...
option_dependent_type_with_no_options,volume2::6.24.8,questions_clean.json,Digital Logic,Number Representation,fill_blank,,The following is an incomplete Pascal function to convert a given decimal integer (in the range -8 t...
